Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2
2021-07-26,S92000003,Scotland,1372,341399,,,,,,,7,7940,145.26161727039883,1551,,54.0,,4.0,,128.0,1423.0
2021-07-27,S92000003,Scotland,1353,342752,,,,,,,8,7948,145.40797658251006,1503,,60.0,,5.0,,145.0,1358.0
2021-07-28,S92000003,Scotland,1286,344038,,,,,,,9,7957,145.5726308086352,1418,,68.0,,3.0,,121.0,1297.0
2021-07-29,S92000003,Scotland,1171,345209,,,,,,,6,7963,145.68240029271865,1299,,43.0,,3.0,,101.0,1198.0
2021-07-30,S92000003,Scotland,1034,346243,,,,,,,7,7970,145.81046469081596,1141,,53.0,,3.0,,99.0,1042.0
2021-07-31,S92000003,Scotland,769,347012,,,,,,,6,7976,145.92023417489938,874,,36.0,,5.0,,64.0,810.0
2021-08-01,S92000003,Scotland,873,347885,,,,,,,10,7986,146.10318331503842,957,,38.0,,3.0,,95.0,862.0
2021-08-02,S92000003,Scotland,1322,349207,,,,,,,7,7993,146.23124771313576,1454,,51.0,,5.0,,145.0,1309.0
2021-08-03,S92000003,Scotland,1366,350573,,,,,,,3,7996,146.2861324551775,1481,,51.0,,3.0,,112.0,1369.0
2021-08-04,S92000003,Scotland,1293,351866,,,,,,,6,8002,146.39590193926088,1413,,39.0,,4.0,,92.0,1321.0
2021-08-05,S92000003,Scotland,1330,353196,,,,,,,7,8009,146.52396633735822,1459,,73.0,,3.0,,74.0,1385.0
2021-08-06,S92000003,Scotland,1256,354452,,,,,,,7,8016,146.65203073545555,1385,,57.0,,1.0,,105.0,1280.0
2021-08-07,S92000003,Scotland,941,355393,,,,,,,6,8022,146.76180021953897,1021,,42.0,,4.0,,63.0,958.0
2021-08-08,S92000003,Scotland,1040,356433,,,,,,,6,8028,146.87156970362238,1131,,40.0,,3.0,,96.0,1035.0
2021-08-09,S92000003,Scotland,1489,357922,,,,,,,6,8034,146.9813391877058,1618,,38.0,,3.0,,115.0,1503.0
2021-08-10,S92000003,Scotland,1518,359440,,,,,,,5,8039,147.07281375777535,1666,,71.0,,5.0,,141.0,1525.0
2021-08-11,S92000003,Scotland,1567,361007,,,,,,,3,8042,147.12769849981706,1701,,43.0,,2.0,,127.0,1574.0
2021-08-12,S92000003,Scotland,1391,362398,,,,,,,4,8046,147.20087815587266,1537,,40.0,,3.0,,110.0,1427.0
2021-08-13,S92000003,Scotland,1523,363921,,,,,,,10,8056,147.3838272960117,1670,,44.0,,3.0,,110.0,1560.0
2021-08-14,S92000003,Scotland,1471,365392,,,,,,,6,8062,147.49359678009512,1573,,47.0,,2.0,,73.0,1500.0
2021-08-15,S92000003,Scotland,1628,367020,,,,,,,6,8068,147.60336626417856,1734,,33.0,,5.0,,93.0,1641.0
2021-08-16,S92000003,Scotland,2746,369766,,,,,,,3,8071,147.65825100622027,2898,,36.0,,5.0,,151.0,2747.0
2021-08-17,S92000003,Scotland,3362,373128,,,,,,,4,8075,147.7314306622759,3562,,67.0,,1.0,,186.0,3376.0
2021-08-18,S92000003,Scotland,3704,376832,,,,,,,7,8082,147.8594950603732,3964,,63.0,,1.0,,207.0,3757.0
2021-08-19,S92000003,Scotland,3711,380543,,,,,,,7,8089,147.98755945847054,3938,,61.0,,2.0,,182.0,3756.0
2021-08-20,S92000003,Scotland,3421,383964,,,,,,,7,8096,148.11562385656788,3665,,68.0,,1.0,,183.0,3482.0
2021-08-21,S92000003,Scotland,3030,386994,,,,,,,5,8101,148.2070984266374,3230,,51.0,,5.0,,125.0,3105.0
2021-08-22,S92000003,Scotland,3646,390640,,,,,,,4,8105,148.280278082693,3818,,55.0,,6.0,,124.0,3694.0
2021-08-23,S92000003,Scotland,5518,396158,,,,,,,7,8112,148.40834248079034,5763,,79.0,,7.0,,248.0,5515.0
2021-08-24,S92000003,Scotland,5597,401755,,,,,,,4,8116,148.48152213684597,5899,,102.0,,5.0,,313.0,5586.0
2021-08-25,S92000003,Scotland,6824,408579,,,,,,,5,8121,148.5729967069155,7206,,108.0,,7.0,,296.0,6910.0
2021-08-26,S92000003,Scotland,7223,415802,,,,,,,5,8126,148.66447127698498,7613,,108.0,,9.0,,315.0,7298.0
2021-08-27,S92000003,Scotland,6020,421822,,,,,,,10,8136,148.84742041712403,6397,,107.0,,8.0,,262.0,6135.0
2021-08-28,S92000003,Scotland,4736,426558,,,,,,,8,8144,148.99377972923529,5032,,102.0,,4.0,,225.0,4807.0
2021-08-29,S92000003,Scotland,4431,430989,,,,,,,8,8152,149.14013904134652,4821,,93.0,,7.0,,220.0,4601.0
2021-08-30,S92000003,Scotland,6519,437508,,,,,,,6,8158,149.24990852542993,6954,,116.0,,6.0,,324.0,6630.0
2021-08-31,S92000003,Scotland,6957,444465,,,,,,,10,8168,149.43285766556895,7371,,135.0,,8.0,,329.0,7042.0
2021-09-01,S92000003,Scotland,7491,451956,,,,,,,8,8176,149.5792169776802,7923,,154.0,,8.0,,368.0,7555.0
2021-09-02,S92000003,Scotland,7526,459482,,,,,,,11,8187,149.78046103183314,8023,,132.0,,8.0,,374.0,7649.0
2021-09-03,S92000003,Scotland,6130,465612,,,,,,,11,8198,149.98170508598608,6588,,155.0,,7.0,,298.0,6290.0
2021-09-04,S92000003,Scotland,4986,470598,,,,,,,10,8208,150.16465422612515,5357,,125.0,,7.0,,221.0,5136.0
2021-09-05,S92000003,Scotland,4900,475498,,,,,,,16,8224,150.4573728503476,5263,,113.0,,16.0,,211.0,5052.0
2021-09-06,S92000003,Scotland,7086,482584,,,,,,,10,8234,150.64032199048663,7546,,161.0,,13.0,,435.0,7111.0
2021-09-07,S92000003,Scotland,6658,489242,,,,,,,18,8252,150.96963044273693,7094,,204.0,,12.0,,451.0,6643.0
2021-09-08,S92000003,Scotland,6209,495451,,,,,,,10,8262,151.15257958287594,6651,,171.0,,10.0,,398.0,6253.0
2021-09-09,S92000003,Scotland,5516,500967,,,,,,,17,8279,151.46359312111232,5950,,168.0,,9.0,,323.0,5627.0
2021-09-10,S92000003,Scotland,4757,505724,,,,,,,25,8304,151.92096597145994,5134,,173.0,,10.0,,316.0,4818.0
2021-09-11,S92000003,Scotland,3616,509340,,,,,,,20,8324,152.28686425173802,3902,,132.0,,13.0,,254.0,3648.0
2021-09-12,S92000003,Scotland,3353,512693,,,,,,,22,8346,152.68935236004393,3603,,138.0,,12.0,,215.0,3388.0
2021-09-13,S92000003,Scotland,5053,517746,,,,,,,21,8367,153.0735455543359,5490,,175.0,,9.0,,373.0,5117.0
2021-09-14,S92000003,Scotland,4745,522491,,,,,,,20,8387,153.43944383461397,5110,,162.0,,7.0,,368.0,4742.0
2021-09-15,S92000003,Scotland,4050,526541,,,,,,,23,8410,153.8602268569338,4370,,171.0,,11.0,,303.0,4067.0
2021-09-16,S92000003,Scotland,3556,530097,,,,,,,16,8426,154.15294548115622,3889,,159.0,,9.0,,295.0,3594.0
2021-09-17,S92000003,Scotland,3353,533450,,,,,,,24,8450,154.59202341748994,3675,,144.0,,15.0,,269.0,3406.0
2021-09-18,S92000003,Scotland,2604,536054,,,,,,,21,8471,154.97621661178192,2838,,116.0,,13.0,,198.0,2640.0
2021-09-19,S92000003,Scotland,2781,538835,,,,,,,27,8498,155.47017929015732,3011,,105.0,,6.0,,201.0,2810.0
2021-09-20,S92000003,Scotland,3991,542826,,,,,,,20,8518,155.83607757043544,4284,,151.0,,7.0,,383.0,3901.0
2021-09-21,S92000003,Scotland,3780,546606,,,,,,,21,8539,156.22027076472742,4056,,122.0,,8.0,,345.0,3711.0
2021-09-22,S92000003,Scotland,3488,550094,,,,,,,31,8570,156.7874130991584,3771,,106.0,,10.0,,340.0,3431.0
2021-09-23,S92000003,Scotland,3096,553190,,,,,,,19,8589,157.1350164654226,3374,,134.0,,4.0,,249.0,3125.0
2021-09-24,S92000003,Scotland,2698,555888,,,,,,,22,8611,157.5375045737285,2913,,111.0,,9.0,,241.0,2672.0
2021-09-25,S92000003,Scotland,2125,558013,,,,,,,21,8632,157.9216977680205,2271,,87.0,,7.0,,143.0,2128.0
2021-09-26,S92000003,Scotland,2135,560148,,,,,,,20,8652,158.28759604829858,2284,,84.0,,2.0,,178.0,2106.0
2021-09-27,S92000003,Scotland,3112,563260,,,,,,,24,8676,158.72667398463227,3339,,117.0,,9.0,,307.0,3032.0
2021-09-28,S92000003,Scotland,3175,566435,,,,,,,16,8692,159.01939260885473,3422,,121.0,,5.0,,327.0,3095.0
2021-09-29,S92000003,Scotland,2586,569021,,,,,,,25,8717,159.47676545920234,2832,,105.0,,5.0,,252.0,2580.0
2021-09-30,S92000003,Scotland,2361,571382,,,,,,,16,8733,159.7694840834248,2552,,93.0,,6.0,,242.0,2310.0
2021-10-01,S92000003,Scotland,2040,573422,,,,,,,19,8752,160.117087449689,2209,,103.0,,6.0,,187.0,2022.0
2021-10-02,S92000003,Scotland,1860,575282,,,,,,,23,8775,160.5378704720088,1983,,88.0,,8.0,,157.0,1826.0
2021-10-03,S92000003,Scotland,1979,577261,,,,,,,15,8790,160.81229418221736,2094,,88.0,,7.0,,150.0,1944.0
2021-10-04,S92000003,Scotland,2945,580206,,,,,,,14,8804,161.068422978412,3144,,138.0,,7.0,,262.0,2882.0
2021-10-05,S92000003,Scotland,2831,583037,,,,,,,23,8827,161.4892060007318,3017,,109.0,,6.0,,276.0,2741.0
2021-10-06,S92000003,Scotland,2638,585675,,,,,,,13,8840,161.72703988291255,2858,,88.0,,7.0,,260.0,2598.0
2021-10-07,S92000003,Scotland,2593,588268,,,,,,,19,8859,162.07464324917677,2778,,118.0,,4.0,,250.0,2528.0
2021-10-08,S92000003,Scotland,2279,590547,,,,,,,14,8873,162.3307720453714,2462,,110.0,,9.0,,222.0,2240.0
2021-10-09,S92000003,Scotland,2129,592676,,,,,,,17,8890,162.64178558360777,2258,,98.0,,9.0,,177.0,2081.0
2021-10-10,S92000003,Scotland,1879,594555,,,,,,,14,8904,162.89791437980242,1992,,75.0,,5.0,,158.0,1834.0
2021-10-11,S92000003,Scotland,2813,597368,,,,,,,22,8926,163.30040248810832,3004,,91.0,,3.0,,254.0,2750.0
2021-10-12,S92000003,Scotland,2621,599989,,,,,,,16,8942,163.59312111233075,2783,,106.0,,3.0,,243.0,2540.0
2021-10-13,S92000003,Scotland,2631,602620,,,,,,,19,8961,163.94072447859497,2780,,87.0,,3.0,,204.0,2576.0
2021-10-14,S92000003,Scotland,2673,605293,,,,,,,20,8981,164.30662275887303,2870,,119.0,,9.0,,269.0,2601.0
2021-10-15,S92000003,Scotland,2568,607861,,,,,,,16,8997,164.59934138309552,2705,,126.0,,8.0,,219.0,2486.0
2021-10-16,S92000003,Scotland,2149,610010,,,,,,,18,9015,164.92864983534577,2258,,86.0,,3.0,,148.0,2110.0
2021-10-17,S92000003,Scotland,2299,612309,,,,,,,15,9030,165.20307354555433,2435,,74.0,,4.0,,150.0,2285.0
2021-10-18,S92000003,Scotland,2950,615259,,,,,,,15,9045,165.4774972557629,3127,,126.0,,7.0,,257.0,2870.0
2021-10-19,S92000003,Scotland,2764,618023,,,,,,,9,9054,165.64215148188805,2948,,130.0,,10.0,,273.0,2675.0
2021-10-20,S92000003,Scotland,2840,620863,,,,,,,16,9070,165.93487010611048,3066,,121.0,,9.0,,309.0,2757.0
2021-10-21,S92000003,Scotland,2536,623399,,,,,,,22,9092,166.33735821441638,2720,,105.0,,8.0,,232.0,2488.0
2021-10-22,S92000003,Scotland,2444,625843,,,,,,,16,9108,166.63007683863884,2614,,113.0,,11.0,,184.0,2430.0
2021-10-23,S92000003,Scotland,2132,627975,,,,,,,23,9131,167.05085986095867,2295,,83.0,,5.0,,185.0,2110.0
2021-10-24,S92000003,Scotland,2319,630294,,,,,,,21,9152,167.43505305525065,2478,,72.0,,3.0,,176.0,2302.0
2021-10-25,S92000003,Scotland,3296,633590,,,,,,,8,9160,167.58141236736188,3553,,129.0,,9.0,,333.0,3220.0
2021-10-26,S92000003,Scotland,2916,636506,,,,,,,19,9179,167.92901573362604,3148,,118.0,,8.0,,305.0,2843.0
2021-10-27,S92000003,Scotland,2651,639157,,,,,,,14,9193,168.1851445298207,2888,,121.0,,9.0,,292.0,2596.0
2021-10-28,S92000003,Scotland,2497,641654,,,,,,,20,9213,168.55104281009878,2705,,113.0,,11.0,,246.0,2459.0
2021-10-29,S92000003,Scotland,2547,644201,,,,,,,19,9232,168.89864617636297,2726,,107.0,,9.0,,290.0,2436.0
2021-10-30,S92000003,Scotland,2029,646230,,,,,,,16,9248,169.19136480058543,2177,,79.0,,6.0,,147.0,2030.0
2021-10-31,S92000003,Scotland,2071,648301,,,,,,,16,9264,169.4840834248079,2215,,81.0,,4.0,,160.0,2055.0
2021-11-01,S92000003,Scotland,3299,651600,,,,,,,27,9291,169.97804610318332,3478,,128.0,,9.0,,318.0,3160.0
2021-11-02,S92000003,Scotland,3046,654646,,,,,,,13,9304,170.21587998536407,3245,,110.0,,6.0,,277.0,2968.0
2021-11-03,S92000003,Scotland,2983,657629,,,,,,,16,9320,170.50859860958653,3137,,92.0,,4.0,,254.0,2883.0
2021-11-04,S92000003,Scotland,2797,660426,,,,,,,22,9342,170.91108671789243,2954,,93.0,,6.0,,221.0,2733.0
2021-11-05,S92000003,Scotland,2781,663207,,,,,,,17,9359,171.22210025612878,2943,,95.0,,8.0,,242.0,2701.0
2021-11-06,S92000003,Scotland,2225,665432,,,,,,,17,9376,171.53311379436516,2334,,63.0,,5.0,,124.0,2210.0
2021-11-07,S92000003,Scotland,2301,667733,,,,,,,12,9388,171.75265276253202,2428,,84.0,,6.0,,163.0,2265.0
2021-11-08,S92000003,Scotland,3823,671556,,,,,,,12,9400,171.97219173069885,4016,,110.0,,12.0,,273.0,3743.0
2021-11-09,S92000003,Scotland,3456,675012,,,,,,,6,9406,172.0819612147823,3650,,105.0,,5.0,,308.0,3342.0
2021-11-10,S92000003,Scotland,3295,678307,,,,,,,14,9420,172.33809001097694,3468,,83.0,,6.0,,240.0,3228.0
2021-11-11,S92000003,Scotland,3216,681523,,,,,,,8,9428,172.48444932308817,3418,,103.0,,7.0,,250.0,3168.0
2021-11-12,S92000003,Scotland,2856,684379,,,,,,,17,9445,172.79546286132455,3042,,92.0,,7.0,,224.0,2818.0
2021-11-13,S92000003,Scotland,2321,686700,,,,,,,10,9455,172.9784120014636,2481,,54.0,,4.0,,108.0,2373.0
2021-11-14,S92000003,Scotland,2423,689123,,,,,,,15,9470,173.25283571167216,2575,,74.0,,6.0,,155.0,2420.0
2021-11-15,S92000003,Scotland,3642,692765,,,,,,,19,9489,173.60043907793633,3838,,89.0,,13.0,,232.0,3606.0
2021-11-16,S92000003,Scotland,3280,696045,,,,,,,5,9494,173.69191364800585,3478,,109.0,,3.0,,252.0,3226.0
2021-11-17,S92000003,Scotland,3318,699363,,,,,,,12,9506,173.9114526161727,3505,,79.0,,6.0,,249.0,3256.0
2021-11-18,S92000003,Scotland,2992,702355,,,,,,,9,9515,174.07610684229783,3138,,84.0,,11.0,,209.0,2929.0
2021-11-19,S92000003,Scotland,2785,705140,,,,,,,9,9524,174.24076106842298,2987,,71.0,,1.0,,173.0,2814.0
2021-11-20,S92000003,Scotland,2214,707354,,,,,,,10,9534,174.42371020856203,2353,,53.0,,6.0,,90.0,2263.0
2021-11-21,S92000003,Scotland,2175,709529,,,,,,,9,9543,174.58836443468715,2300,,53.0,,6.0,,96.0,2204.0
2021-11-22,S92000003,Scotland,3161,712690,,,,,,,15,9558,174.86278814489572,3341,,92.0,,8.0,,205.0,3136.0
2021-11-23,S92000003,Scotland,2882,715572,,,,,,,11,9569,175.06403219904868,3070,,73.0,,8.0,,209.0,2861.0
2021-11-24,S92000003,Scotland,2896,718468,,,,,,,6,9575,175.1738016831321,3104,,99.0,,5.0,,219.0,2885.0
2021-11-25,S92000003,Scotland,2492,720960,,,,,,,10,9585,175.3567508232711,2653,,78.0,,4.0,,168.0,2485.0
2021-11-26,S92000003,Scotland,2236,723196,,,,,,,15,9600,175.63117453347968,2379,,65.0,,4.0,,174.0,2205.0
2021-11-27,S92000003,Scotland,1884,725080,,,,,,,13,9613,175.86900841566046,2027,,62.0,,7.0,,140.0,1887.0
2021-11-28,S92000003,Scotland,2331,727411,,,,,,,16,9629,176.1617270398829,2452,,55.0,,6.0,,139.0,2313.0
2021-11-29,S92000003,Scotland,3457,730868,,,,,,,11,9640,176.36297109403586,3654,,93.0,,3.0,,247.0,3407.0
2021-11-30,S92000003,Scotland,3295,734163,,,,,,,3,9643,176.41785583607756,3493,,76.0,,9.0,,241.0,3252.0
2021-12-01,S92000003,Scotland,3094,737257,,,,,,,14,9657,176.6739846322722,3296,,74.0,,2.0,,187.0,3109.0
2021-12-02,S92000003,Scotland,2927,740184,,,,,,,12,9669,176.8935236004391,3135,,64.0,,5.0,,175.0,2960.0
2021-12-03,S92000003,Scotland,2641,742825,,,,,,,7,9676,177.0215879985364,2837,,52.0,,3.0,,150.0,2687.0
2021-12-04,S92000003,Scotland,2123,744948,,,,,,,12,9688,177.24112696670326,2294,,61.0,,4.0,,122.0,2172.0
2021-12-05,S92000003,Scotland,2485,747433,,,,,,,8,9696,177.3874862788145,2660,,63.0,,2.0,,130.0,2530.0
2021-12-06,S92000003,Scotland,3765,751198,,,,,,,13,9709,177.62532016099524,4013,,94.0,,2.0,,268.0,3745.0
2021-12-07,S92000003,Scotland,3720,754918,,,,,,,18,9727,177.95462861324552,3982,,91.0,,5.0,,240.0,3742.0
2021-12-08,S92000003,Scotland,4125,759043,,,,,,,10,9737,178.13757775338456,4424,,81.0,,6.0,,242.0,4182.0
2021-12-09,S92000003,Scotland,3963,763006,,,,,,,9,9746,178.30223197950968,4296,,100.0,,2.0,,204.0,4092.0
2021-12-10,S92000003,Scotland,3722,766728,,,,,,,7,9753,178.43029637760702,3967,,69.0,,3.0,,194.0,3773.0
2021-12-11,S92000003,Scotland,3232,769960,,,,,,,8,9761,178.57665568971825,3482,,47.0,,2.0,,162.0,3320.0
2021-12-12,S92000003,Scotland,3328,773288,,,,,,,8,9769,178.7230150018295,3571,,47.0,,6.0,,139.0,3432.0
2021-12-13,S92000003,Scotland,5602,778890,,,,,,,5,9774,178.814489571899,6075,,88.0,,4.0,,314.0,5761.0
2021-12-14,S92000003,Scotland,6259,785149,,,,,,,8,9782,178.96084888401026,6848,,77.0,,3.0,,326.0,6522.0
2021-12-15,S92000003,Scotland,6845,791994,,,,,,,6,9788,179.07061836809368,7552,,88.0,,3.0,,309.0,7243.0
2021-12-16,S92000003,Scotland,6269,798263,,,,,,,7,9795,179.19868276619098,6981,,93.0,,6.0,,292.0,6689.0
2021-12-17,S92000003,Scotland,5600,803863,,,,,,,6,9801,179.30845225027443,6199,,81.0,,3.0,,275.0,5924.0
2021-12-18,S92000003,Scotland,4918,808781,,,,,,,7,9808,179.43651664837174,5538,,57.0,,3.0,,226.0,5312.0
2021-12-19,S92000003,Scotland,5273,814054,,,,,,,7,9815,179.56458104646907,5945,,53.0,,2.0,,203.0,5742.0
2021-12-20,S92000003,Scotland,8089,822143,,,,,,,12,9827,179.78412001463593,9122,,118.0,,4.0,,462.0,8660.0
2021-12-21,S92000003,Scotland,9736,831879,,,,,,,9,9836,179.94877424076105,11113,,91.0,,5.0,,570.0,10543.0
2021-12-22,S92000003,Scotland,10902,842781,,,,,,,7,9843,180.0768386388584,12614,,108.0,,7.0,,547.0,12067.0
2021-12-23,S92000003,Scotland,11326,854107,,,,,,,5,9848,180.16831320892797,13205,,97.0,,2.0,,588.0,12617.0
2021-12-24,S92000003,Scotland,8942,863049,,,,,,,5,9853,180.25978777899743,10368,,101.0,,7.0,,574.0,9794.0
2021-12-25,S92000003,Scotland,4517,867566,,,,,,,8,9861,180.40614709110864,5110,,72.0,,3.0,,219.0,4891.0
2021-12-26,S92000003,Scotland,6976,874542,,,,,,,2,9863,180.44273691913648,7905,,113.0,,4.0,,475.0,7430.0
2021-12-27,S92000003,Scotland,17293,891835,,,,,,,9,9872,180.6073911452616,19952,,137.0,,4.0,,989.0,18963.0
2021-12-28,S92000003,Scotland,18264,910099,,,,,,,14,9886,180.86351994145627,20814,,149.0,,6.0,,1213.0,19601.0
2021-12-29,S92000003,Scotland,21425,931524,,,,,,,9,9895,181.0281741675814,24599,,168.0,,1.0,,1407.0,23192.0
2021-12-30,S92000003,Scotland,20168,951692,,,,,,,10,9905,181.21112330772047,23282,,170.0,,2.0,,1472.0,21810.0
2021-12-31,S92000003,Scotland,16158,967850,,,,,,,9,9914,181.3757775338456,18680,,200.0,,1.0,,1224.0,17456.0
2022-01-01,S92000003,Scotland,6792,974642,,,,,,,9,9923,181.54043175997072,7771,,127.0,,7.0,,562.0,7209.0
2022-01-02,S92000003,Scotland,14301,988943,,,,,,,7,9930,181.66849615806805,16615,,150.0,,4.0,,934.0,15681.0
2022-01-03,S92000003,Scotland,17744,1006687,,,,,,,7,9937,181.7965605561654,20538,,153.0,,8.0,,1353.0,19185.0
2022-01-04,S92000003,Scotland,17859,1024546,,,,,,,19,9956,182.1441639224296,21016,,187.0,,8.0,,1364.0,19652.0
2022-01-05,S92000003,Scotland,20510,1045056,16955.0,1041501.0,939.0,939.0,2616.0,2616.0,10,9966,182.3271130625686,25808,4299.0,156.0,,8.0,,1397.0,20112.0
2022-01-06,S92000003,Scotland,12611,1057667,8785.0,1050286.0,2100.0,3039.0,1726.0,4342.0,19,9985,182.6747164288328,17749,5224.0,173.0,,8.0,,944.0,11581.0
2022-01-07,S92000003,Scotland,8243,1065910,5175.0,1055461.0,1904.0,4943.0,1164.0,5506.0,10,9995,182.8576655689718,12033,4277.0,170.0,,6.0,,759.0,6997.0
2022-01-08,S92000003,Scotland,6550,1072460,3655.0,1059116.0,1794.0,6737.0,1101.0,6607.0,14,10009,183.11379436516648,9954,4285.0,147.0,,6.0,,443.0,5226.0
2022-01-09,S92000003,Scotland,6942,1079402,3452.0,1062568.0,2193.0,8930.0,1297.0,7904.0,18,10027,183.4431028174168,10294,5018.0,156.0,,13.0,,499.0,4777.0
2022-01-10,S92000003,Scotland,8470,1087872,5003.0,1067571.0,2203.0,11133.0,1264.0,9168.0,19,10046,183.79070618368087,12695,5075.0,167.0,,8.0,,876.0,6744.0
2022-01-11,S92000003,Scotland,7489,1095361,4258.0,1071829.0,2048.0,13181.0,1183.0,10351.0,14,10060,184.0468349798756,11363,4840.0,177.0,,8.0,,957.0,5566.0
2022-01-12,S92000003,Scotland,6947,1102308,3720.0,1075549.0,2232.0,15413.0,995.0,11346.0,16,10076,184.33955360409809,10432,4814.0,148.0,,5.0,,783.0,4835.0
2022-01-13,S92000003,Scotland,6614,1108922,3440.0,1078989.0,2184.0,17597.0,990.0,12336.0,30,10106,184.8884010245152,9981,4687.0,155.0,,6.0,,655.0,4639.0
2022-01-14,S92000003,Scotland,5871,1114793,2984.0,1081973.0,2069.0,19666.0,818.0,13154.0,18,10124,185.21770947676544,8885,4304.0,153.0,,4.0,,630.0,3951.0
2022-01-15,S92000003,Scotland,5247,1120040,2378.0,1084351.0,2118.0,21784.0,751.0,13905.0,24,10148,185.65678741309915,7936,4311.0,94.0,,5.0,,311.0,3314.0
2022-01-16,S92000003,Scotland,6390,1126430,2486.0,1086837.0,2851.0,24635.0,1053.0,14958.0,21,10169,186.0409806073912,9429,5625.0,91.0,,7.0,,407.0,3397.0
2022-01-17,S92000003,Scotland,8253,1134683,3802.0,1090639.0,3246.0,27881.0,1205.0,16163.0,18,10187,186.3702890596414,12223,6242.0,133.0,,3.0,,718.0,5263.0
2022-01-18,S92000003,Scotland,7688,1142371,3468.0,1094107.0,3225.0,31106.0,995.0,17158.0,17,10204,186.6813025978778,11195,5941.0,130.0,,4.0,,657.0,4597.0
2022-01-19,S92000003,Scotland,7081,1149452,3098.0,1097205.0,3003.0,34109.0,980.0,18138.0,23,10227,187.1020856201976,10508,5688.0,125.0,,4.0,,654.0,4166.0
2022-01-20,S92000003,Scotland,6432,1155884,2766.0,1099971.0,2808.0,36917.0,858.0,18996.0,18,10245,187.43139407244783,9359,5131.0,117.0,,4.0,,446.0,3782.0
2022-01-21,S92000003,Scotland,6034,1161918,2465.0,1102436.0,2745.0,39662.0,824.0,19820.0,21,10266,187.81558726673984,8895,5033.0,126.0,,3.0,,384.0,3478.0
2022-01-22,S92000003,Scotland,5543,1167461,2059.0,1104495.0,2683.0,42345.0,801.0,20621.0,13,10279,188.0534211489206,8349,5097.0,89.0,,4.0,,262.0,2990.0
2022-01-23,S92000003,Scotland,6599,1174060,2083.0,1106578.0,3528.0,45873.0,988.0,21609.0,20,10299,188.41931942919868,9802,6541.0,82.0,,2.0,,257.0,3004.0
2022-01-24,S92000003,Scotland,8544,1182604,3554.0,1110132.0,3818.0,49691.0,1172.0,22781.0,17,10316,188.73033296743503,12644,7062.0,123.0,,7.0,,641.0,4941.0
2022-01-25,S92000003,Scotland,7579,1190183,3146.0,1113278.0,3409.0,53100.0,1024.0,23805.0,16,10332,189.02305159165752,11354,6456.0,120.0,,5.0,,475.0,4423.0
2022-01-26,S92000003,Scotland,7351,1197534,2970.0,1116248.0,3354.0,56454.0,1027.0,24832.0,14,10346,189.27918038785216,10968,6273.0,92.0,,4.0,,528.0,4167.0
2022-01-27,S92000003,Scotland,6375,1203909,2644.0,1118892.0,2886.0,59340.0,845.0,25677.0,21,10367,189.66337358214412,9688,5505.0,85.0,,4.0,,393.0,3790.0
2022-01-28,S92000003,Scotland,5978,1209887,2397.0,1121289.0,2778.0,62118.0,803.0,26480.0,21,10388,190.04756677643616,8987,5184.0,96.0,,4.0,,357.0,3446.0
2022-01-29,S92000003,Scotland,4913,1214800,1568.0,1122857.0,2639.0,64757.0,706.0,27186.0,14,10402,190.3036955726308,7589,5102.0,63.0,,3.0,,227.0,2260.0
2022-01-30,S92000003,Scotland,6222,1221022,1960.0,1124817.0,3315.0,68072.0,947.0,28133.0,13,10415,190.54152945481155,9419,6338.0,74.0,,2.0,,216.0,2865.0
2022-01-31,S92000003,Scotland,7935,1228957,3321.0,1128138.0,3464.0,71536.0,1150.0,29283.0,11,10426,190.7427735089645,12167,6843.0,110.0,,2.0,,502.0,4822.0
2022-02-01,S92000003,Scotland,7471,1236428,2960.0,1131098.0,3407.0,74943.0,1104.0,30387.0,20,10446,191.10867178924255,11289,6552.0,116.0,,4.0,,471.0,4266.0
2022-02-02,S92000003,Scotland,7100,1243528,2899.0,1133997.0,3168.0,78111.0,1033.0,31420.0,10,10456,191.29162092938165,10772,6089.0,83.0,,5.0,,381.0,4302.0
2022-02-03,S92000003,Scotland,6430,1249958,2667.0,1136664.0,2913.0,81024.0,850.0,32270.0,14,10470,191.5477497255763,9782,5412.0,87.0,,5.0,,422.0,3948.0
2022-02-04,S92000003,Scotland,5361,1255319,2218.0,1138882.0,2482.0,83506.0,661.0,32931.0,5,10475,191.63922429564585,8230,4551.0,102.0,,4.0,,302.0,3377.0
2022-02-05,S92000003,Scotland,4732,1260051,1705.0,1140587.0,2397.0,85903.0,630.0,33561.0,12,10487,191.85876326381265,7371,4639.0,68.0,,2.0,,197.0,2535.0
2022-02-06,S92000003,Scotland,5405,1265456,1747.0,1142334.0,2909.0,88812.0,749.0,34310.0,8,10495,192.00512257592388,8352,5562.0,51.0,,1.0,,242.0,2548.0
